filename	trueclass	predclass_prob	numfeatures
d_adam_schiff_20050125_1090001801.txt	1	0.32977948	8091
d_adam_schiff_20050126_1090002165.txt	1	0.20035872	8091
d_adam_schiff_20050126_1090002213.txt	1	0.91963106	8091
d_adam_schiff_20050310_1090011644.txt	1	0.32463425	8091
d_adam_schiff_20050317_1090015165.txt	1	0.84605926	8091
d_adam_schiff_20050414_1090020315.txt	1	0.85730696	8091
d_adam_schiff_20050426_1090024841.txt	1	0.6984212	8091
d_adam_schiff_20050511_1090029343.txt	1	0.84255195	8091
d_adam_schiff_20050519_1090033622.txt	1	0.59427917	8091
d_adam_schiff_20050524_1090035621.txt	1	0.7507971	8091
d_adam_schiff_20050607_1090037900.txt	1	0.63607615	8091
d_adam_schiff_20050609_1090039072.txt	1	0.55152076	8091
d_adam_schiff_20050609_1090039086.txt	1	0.7894418	8091
d_adam_schiff_20050615_1090040909.txt	1	0.74035966	8091
d_adam_schiff_20050615_1090041083.txt	1	0.42060843	8091
d_adam_schiff_20050615_1090041091.txt	1	0.5508716	8091
d_adam_schiff_20050617_1090042748.txt	1	0.38407567	8091
d_adam_schiff_20050627_1090048657.txt	1	0.39859846	8091
d_adam_schiff_20050628_1090049573.txt	1	0.6197713	8091
d_adam_schiff_20050719_1090057363.txt	1	0.348875	8091
d_adam_schiff_20050721_1090059692.txt	1	0.5789903	8091
d_adam_schiff_20050721_1090059956.txt	1	0.15229034	8091
d_adam_schiff_20050721_1090059960.txt	1	0.36333522	8091
d_adam_schiff_20050726_1090062417.txt	1	0.5011548	8091
d_adam_schiff_20050902_1090066148.txt	1	0.8814819	8091
d_adam_schiff_20050915_1090069525.txt	1	0.7311273	8091
d_adam_schiff_20050922_1090072524.txt	1	0.7111741	8091
d_adam_schiff_20051007_1090077633.txt	1	0.63810164	8091
d_adam_schiff_20051026_1090082359.txt	1	0.765772	8091
d_adam_schiff_20051027_1090082693.txt	1	0.5296023	8091
d_adam_schiff_20051027_1090082699.txt	1	0.7504655	8091
d_adam_schiff_20051027_1090082709.txt	1	0.9128868	8091
d_adam_schiff_20051116_1090092479.txt	1	0.50629437	8091
d_adam_schiff_20051216_1090100149.txt	1	0.62714845	8091
d_adam_schiff_20051216_1090100748.txt	1	0.9492072	8091
d_adam_schiff_20060215_1090108542.txt	1	0.74063027	8091
d_adam_schiff_20060216_1090108896.txt	1	0.5436651	8091
d_adam_schiff_20060309_1090113095.txt	1	0.5917097	8091
d_adam_schiff_20060309_1090113400.txt	1	0.78866243	8091
d_adam_schiff_20060316_1090116717.txt	1	0.80747557	8091
d_adam_schiff_20060328_1090118356.txt	1	0.9821784	8091
d_adam_schiff_20060406_1090122465.txt	1	0.994163	8091
d_adam_schiff_20060406_1090122469.txt	1	0.9158162	8091
d_adam_schiff_20060406_1090122474.txt	1	0.80994725	8091
d_adam_schiff_20060406_1090122476.txt	1	0.65540135	8091
d_adam_schiff_20060406_1090122478.txt	1	0.29925847	8091
d_adam_schiff_20060406_1090122479.txt	1	0.8541259	8091
d_adam_schiff_20060406_1090122481.txt	1	0.6059956	8091
d_adam_schiff_20060425_1090123693.txt	1	0.75398296	8091
d_adam_schiff_20060427_1090125155.txt	1	0.9118062	8091
d_adam_schiff_20060427_1090125157.txt	1	0.35442168	8091
d_adam_schiff_20060427_1090125159.txt	1	0.61798733	8091
d_adam_schiff_20060427_1090125168.txt	1	0.7177474	8091
d_adam_schiff_20060427_1090125170.txt	1	0.72258246	8091
d_adam_schiff_20060503_1090127867.txt	1	0.22891492	8091
d_adam_schiff_20060511_1090130899.txt	1	0.0716817	8091
d_adam_schiff_20060511_1090130901.txt	1	0.4975498	8091
d_adam_schiff_20060511_1090131216.txt	1	0.8987812	8091
d_adam_schiff_20060511_1090131217.txt	1	0.9006745	8091
d_adam_schiff_20060511_1090131219.txt	1	0.9192745	8091
d_adam_schiff_20060511_1090131223.txt	1	0.75665385	8091
d_adam_schiff_20060518_1090135149.txt	1	0.9108067	8091
d_adam_schiff_20060518_1090135151.txt	1	0.73652273	8091
d_adam_schiff_20060518_1090135153.txt	1	0.8484862	8091
d_adam_schiff_20060524_1090138896.txt	1	0.74895144	8091
d_adam_schiff_20060608_1090143047.txt	1	0.7342531	8091
d_adam_schiff_20060608_1090143049.txt	1	0.9170635	8091
d_adam_schiff_20060615_1090147467.txt	1	0.9905105	8091
d_adam_schiff_20060620_1090149337.txt	1	0.405447	8091
d_adam_schiff_20060620_1090149368.txt	1	0.7642161	8091
d_adam_schiff_20060620_1090149410.txt	1	0.72819483	8091
d_adam_schiff_20060620_1090149434.txt	1	0.75996405	8091
d_adam_schiff_20060628_1090154442.txt	1	0.3416189	8091
d_adam_schiff_20060629_1090155729.txt	1	0.9359475	8091
d_adam_schiff_20060720_1090161826.txt	1	0.9533146	8091
d_adam_schiff_20060720_1090161831.txt	1	0.96655697	8091
d_adam_schiff_20060720_1090161833.txt	1	0.90225506	8091
d_adam_schiff_20060720_1090161838.txt	1	0.609811	8091
d_adam_schiff_20060906_1090168289.txt	1	0.9808406	8091
d_adam_schiff_20060906_1090168291.txt	1	0.97842216	8091
d_adam_schiff_20060906_1090168293.txt	1	0.89336634	8091
d_adam_schiff_20060906_1090168295.txt	1	0.8663491	8091
d_adam_schiff_20060906_1090168297.txt	1	0.9426097	8091
d_adam_schiff_20060919_1090173260.txt	1	0.9279196	8091
d_adam_schiff_20060919_1090173263.txt	1	0.892344	8091
d_adam_schiff_20060919_1090173268.txt	1	0.9269734	8091
d_adam_schiff_20060919_1090173273.txt	1	0.9503093	8091
d_adam_schiff_20060919_1090173274.txt	1	0.90102524	8091
d_adam_schiff_20060919_1090173276.txt	1	0.42208672	8091
d_adam_schiff_20060921_1090174490.txt	1	0.5342538	8091
d_adam_schiff_20060927_1090177298.txt	1	0.753299	8091
d_adam_schiff_20060927_1090177336.txt	1	0.8313594	8091
d_adam_schiff_20060928_1090179050.txt	1	0.72454864	8091
d_adam_schiff_20060928_1090179093.txt	1	0.4399195	8091
d_adam_schiff_20060928_1090179187.txt	1	0.39837125	8091
d_adam_smith_20050712_1090053872.txt	1	0.8399968	8091
d_adam_smith_20060504_1090128121.txt	1	0.45814386	8091
d_adam_smith_20060622_1090151019.txt	1	0.4127811	8091
d_adam_smith_20060727_1090165087.txt	1	0.6201595	8091
d_adam_smith_20060727_1090165094.txt	1	0.35127375	8091
d_adam_smith_20060929_1090180150.txt	1	0.44797647	8091
d_al_green_20050712_1090053817.txt	1	0.7213308	8091
d_al_green_20050722_1090060391.txt	1	0.48178056	8091
