filename	trueclass	predclass_prob	numfeatures
d_eddie_johnson_20150602_1140030062.txt	1	0.997133	1024
d_joseph_kennedy_20160906_1140110713.txt	1	0.9929283	1024
d_gene_green_20160317_1140082665.txt	1	0.9990772	1024
d_jared_polis_20160315_1140081763.txt	1	0.99789846	1024
d_kathy_castor_20150918_1140051106.txt	1	0.9982456	1024
d_brad_sherman_20151104_1140061323.txt	1	0.9964044	1024
d_barbara_lee_20160210_1140076521.txt	1	0.9914493	1024
d_eddie_johnson_20160711_1140107236.txt	1	0.99512154	1024
d_doris_matsui_20160712_1140107483.txt	1	0.98906636	1024
d_earl_blumenauer_20150715_1140042671.txt	1	0.985892	1024
d_betty_mccollum_20150707_1140039290.txt	1	0.99560755	1024
d_maxine_waters_20150318_1140014370.txt	1	0.9350323	1024
d_dina_titus_20160112_1140072462.txt	1	0.9960704	1024
d_michael_capuano_20160622_1140102892.txt	1	0.99317294	1024
d_raul_grijalva_20150716_1140043152.txt	1	0.99807006	1024
d_lois_frankel_20160203_1140075051.txt	1	0.9992834	1024
d_john_garamendi_20150210_1140008358.txt	1	0.99754274	1024
d_ruben_gallego_20150415_1140018615.txt	1	0.9955185	1024
d_earl_blumenauer_20150715_1140042575.txt	1	0.99561197	1024
d_eliot_engel_20160111_1140072123.txt	1	0.9943786	1024
d_emanuel_cleaver_20160708_1140106789.txt	1	0.99526197	1024
d_denny_heck_20160614_1140100129.txt	1	0.986476	1024
d_marc_veasey_20151208_1140067311.txt	1	0.9842552	1024
d_brad_ashford_20150519_1140027088.txt	1	0.9986343	1024
d_diana_degette_20150122_1140004073.txt	1	0.9929842	1024
d_steny_hoyer_20150109_1140001668.txt	1	0.95885533	1024
d_bill_foster_20150318_1140014250.txt	1	0.9856748	1024
d_marcia_fudge_20150225_1140010311.txt	1	0.9864109	1024
d_steve_cohen_20160705_1140104248.txt	1	0.9960269	1024
d_maxine_waters_20150610_1140033363.txt	1	0.99781513	1024
d_debbie_wasserman_schultz_20151022_1140057179.txt	1	0.9982596	1024
d_marcy_kaptur_20160209_1140076074.txt	1	0.99889773	1024
d_jose_serrano_20160706_1140105136.txt	1	0.9941287	1024
d_barbara_lee_20160525_1140096351.txt	1	0.99688536	1024
d_anna_eshoo_20160415_1140085851.txt	1	0.9979113	1024
d_peter_defazio_20160426_1140088153.txt	1	0.9950493	1024
d_steny_hoyer_20150729_1140046793.txt	1	0.9992551	1024
d_steny_hoyer_20150723_1140044883.txt	1	0.9849748	1024
d_steny_hoyer_20160610_1140099473.txt	1	0.9360533	1024
d_loretta_sanchez_20160610_1140099488.txt	1	0.9956797	1024
d_patrick_murphy_20150707_1140039584.txt	1	0.9988349	1024
d_john_conyers_20160427_1140088700.txt	1	0.9958086	1024
d_kathy_castor_20160713_1140108745.txt	1	0.9973435	1024
d_william_keating_20160712_1140107628.txt	1	0.98761976	1024
d_nancy_pelosi_20150112_1140001875.txt	1	0.99879044	1024
d_debbie_wasserman_schultz_20160518_1140093335.txt	1	0.9988232	1024
d_james_mcgovern_20160210_1140076459.txt	1	0.9984143	1024
d_mark_pocan_20160706_1140104721.txt	1	0.9990043	1024
d_judy_chu_20150918_1140051091.txt	1	0.9985983	1024
d_robert_scott_20150226_1140011165.txt	1	0.9935743	1024
