filename	trueclass	predclass_prob	numfeatures
d_alan_mollohan_19930623_1030049151.txt	1	0.4379937	7748
d_alan_mollohan_19930628_1030052865.txt	1	0.64487016	7748
d_alan_mollohan_19930628_1030053374.txt	1	0.62252903	7748
d_alan_mollohan_19930701_1030056373.txt	1	0.60211307	7748
d_alan_mollohan_19930714_1030058987.txt	1	0.5442692	7748
d_alan_mollohan_19930720_1030061531.txt	1	0.687603	7748
d_alan_mollohan_19940412_1030152161.txt	1	0.6841287	7748
d_alan_mollohan_19940428_1030157847.txt	1	0.71854234	7748
d_alan_mollohan_19940511_1030162710.txt	1	0.57121557	7748
d_alan_mollohan_19940519_1030166308.txt	1	0.53134567	7748
d_alan_mollohan_19940623_1030180333.txt	1	0.8584993	7748
d_alan_mollohan_19940623_1030180340.txt	1	0.7517358	7748
d_alan_mollohan_19940623_1030180353.txt	1	0.48776504	7748
d_alan_mollohan_19940623_1030180355.txt	1	0.4644223	7748
d_alan_mollohan_19940623_1030180398.txt	1	0.5182388	7748
d_alan_mollohan_19940624_1030180892.txt	1	0.7969895	7748
d_alan_mollohan_19940624_1030180905.txt	1	0.6687351	7748
d_alan_mollohan_19940624_1030180920.txt	1	0.40723285	7748
d_alan_mollohan_19940624_1030180978.txt	1	0.5546668	7748
d_alan_mollohan_19940624_1030181002.txt	1	0.59799916	7748
d_alan_mollohan_19940624_1030181096.txt	1	0.7620971	7748
d_alan_mollohan_19940627_1030181445.txt	1	0.7012265	7748
d_alan_mollohan_19940627_1030181451.txt	1	0.6432884	7748
d_alan_mollohan_19940627_1030181453.txt	1	0.55968624	7748
d_alan_mollohan_19940627_1030181471.txt	1	0.5218037	7748
d_alan_mollohan_19940627_1030181474.txt	1	0.4942042	7748
d_alan_mollohan_19940627_1030181484.txt	1	0.5967944	7748
d_alan_mollohan_19940627_1030181519.txt	1	0.24611884	7748
d_alan_mollohan_19940627_1030181543.txt	1	0.6767619	7748
d_alan_mollohan_19940627_1030181590.txt	1	0.79371184	7748
d_alan_mollohan_19940627_1030181594.txt	1	0.6576759	7748
d_alan_mollohan_19940627_1030181607.txt	1	0.44474182	7748
d_alan_mollohan_19940627_1030181629.txt	1	0.7816654	7748
d_alan_mollohan_19940627_1030181636.txt	1	0.64845824	7748
d_alan_mollohan_19940627_1030181649.txt	1	0.7227082	7748
d_alan_mollohan_19940627_1030181703.txt	1	0.5492015	7748
d_alan_mollohan_19940627_1030181708.txt	1	0.54013956	7748
d_alan_mollohan_19940627_1030181722.txt	1	0.53942007	7748
d_alan_mollohan_19940627_1030181760.txt	1	0.56964004	7748
d_alan_mollohan_19940627_1030181774.txt	1	0.54075015	7748
d_alan_mollohan_19940627_1030181810.txt	1	0.5227568	7748
d_alan_mollohan_19940627_1030181884.txt	1	0.65454197	7748
d_alan_mollohan_19940627_1030181902.txt	1	0.6813965	7748
d_alan_mollohan_19940627_1030181913.txt	1	0.78545785	7748
d_alan_mollohan_19940627_1030181927.txt	1	0.5345004	7748
d_alan_mollohan_19940627_1030181936.txt	1	0.7802263	7748
d_alan_mollohan_19940627_1030181951.txt	1	0.7161319	7748
d_alan_mollohan_19940627_1030181977.txt	1	0.5934019	7748
d_alan_mollohan_19940627_1030181997.txt	1	0.5551518	7748
d_alan_mollohan_19940627_1030181999.txt	1	0.6634573	7748
d_alan_mollohan_19940627_1030182023.txt	1	0.4563878	7748
d_alan_mollohan_19940627_1030182039.txt	1	0.6160063	7748
d_alan_mollohan_19940627_1030182099.txt	1	0.742285	7748
