model,h097,h100,h103,h106,h109,h112,h114,h043,h044,h045,h046,h047,h048,h049,h050,h051,h052,h053,h054,h055,h056,h057,h058,h059,h060,h061,h062,h063,h064,h065,h066,h067,h068,h069,h070,h071,h072,h073,h074,h075,h076,h077,h078,h079,h080,h081,h082,h083,h084,h085,h086,h087,h088,h089,h090,h091,h092,h093,h094,h095,h096,h098,h099,h101,h102,h104,h105,h107,h108,h110,h111,h112_114_max_balanced_0_10_50,h112_114_small_0_10_50,h113,h97_114_max_balanced_0_10_50,h97_114_small_0_10_50,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060,s061,s062,s063,s064,s065,s066,s067,s068,s069,s070,s071,s072,s073,s074,s075,s076,s077,s078,s079,s080,s081,s082,s083,s084,s085,s086,s087,s088,s089,s090,s091,s092,s093,s094,s095,s096,s097,s098,s099,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,average
cnn3_a10-4_avg_drop_128_7_l64_s1_d4_5_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l64_s1_d4_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6572123176661264,0.6457814168743325,0.6817880794701987,0.7731715537580047,0.7872648335745297,0.7738819320214669,0.8372664700098329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7366238004820703
cnn3_a10-4_avg_drop_128_7_l64_s1_d4_30_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l64_s1_d4_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.6256077795786061,0.683873264506942,0.6897350993377483,0.7000337040781934,0.8100578871201157,0.778175313059034,0.8328416912487709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7314749627042015
cnn3_a10-4_avg_drop_128_7_l64_s1_d4_20_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l64_s1_d4_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.6713938411669368,0.6927732289070844,0.6788079470198676,0.7259858442871587,0.731548480463097,0.8100178890876565,0.8082595870206489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7312552597074927
cnn3_a10-4_avg_drop_128_7_l64_s1_d4_10_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l64_s1_d4_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.6252025931928687,0.6792452830188679,0.6993377483443709,0.7364341085271318,0.7583212735166426,0.768515205724508,0.7718780727630286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7198477550124884
cnn3_a10-4_avg_drop_128_7_l256_s1_d4_5_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l256_s1_d4_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6693679092382496,0.6703453186187255,0.7198675496688741,0.7644084934277048,0.7539797395079595,0.8032200357781754,0.7645034414945919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7350989268191831
cnn3_a10-4_avg_drop_128_7_l256_s1_d4_30_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l256_s1_d4_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.6940842787682334,0.7294410822356711,0.7168874172185431,0.7360970677451971,0.7644717800289436,0.8325581395348837,0.7915437561455261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7521547888109996
cnn3_a10-4_avg_drop_128_7_l256_s1_d4_20_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l256_s1_d4_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.6782820097244733,0.6703453186187255,0.7711920529801325,0.7128412537917088,0.7995658465991317,0.8436493738819321,0.7817109144542773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7510838242929115
cnn3_a10-4_avg_drop_128_7_l256_s1_d4_10_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l256_s1_d4_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.6778768233387358,0.660377358490566,0.7142384105960264,0.7013818672059319,0.7821997105643994,0.8264758497316637,0.8146509341199607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7396001362924691
cnn3_a10-4_avg_drop_128_7_l128_s1_d4_5_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l128_s1_d4_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6312803889789304,0.6504093983624065,0.7655629139072848,0.7586788001348164,0.7973950795947902,0.807871198568873,0.8190757128810227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7471819274897319
cnn3_a10-4_avg_drop_128_7_l128_s1_d4_30_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l128_s1_d4_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.6778768233387358,0.6824492702029192,0.6602649006622516,0.7411526794742164,0.75,0.8354203935599285,0.7689282202556539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730870326784815
cnn3_a10-4_avg_drop_128_7_l128_s1_d4_20_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l128_s1_d4_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.6754457050243112,0.627625489498042,0.6781456953642384,0.7263228850690934,0.7395079594790159,0.7502683363148479,0.8121927236971485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7156441134923853
cnn3_a10-4_avg_drop_128_7_l128_s1_d4_10_e300_glove840_trainable_m_/r_/cnn3_a10-4_avg_drop_128_7_l128_s1_d4_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.6908427876823339,0.663937344250623,0.7228476821192052,0.7259858442871587,0.7742402315484804,0.8243291592128802,0.8225172074729596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7463857509390915
cnn2_avg_drop_128_7_l64_s1_d3_5_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l64_s1_d3_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6738249594813615,0.6190815236739053,0.6622516556291391,0.720593191776205,0.7818379160636758,0.7949910554561718,0.8013765978367748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7219938428453191
cnn2_avg_drop_128_7_l64_s1_d3_30_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l64_s1_d3_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.7171799027552674,0.7386970452118191,0.6990066225165563,0.7212672733400741,0.7919681620839363,0.8132379248658318,0.811701081612586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7561511446265816
cnn2_avg_drop_128_7_l64_s1_d3_20_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l64_s1_d3_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.7305510534846029,0.7657529369882521,0.6834437086092715,0.7418267610380856,0.7937771345875543,0.7899821109123435,0.8087512291052114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7591549906750459
cnn2_avg_drop_128_7_l64_s1_d3_10_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l64_s1_d3_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.7017828200972447,0.7273050907796369,0.6490066225165563,0.698685540950455,0.7727930535455861,0.7753130590339893,0.7694198623402163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7277580070376691
cnn2_avg_drop_128_7_l256_s1_d3_5_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l256_s1_d3_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6807131280388979,0.7152011391954433,0.7162251655629139,0.7468823727671048,0.8143994211287988,0.8225402504472272,0.7935103244837758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7556388288034517
cnn2_avg_drop_128_7_l256_s1_d3_30_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l256_s1_d3_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.7062398703403565,0.7842648629405482,0.7119205298013245,0.6956521739130435,0.8426193921852387,0.7670840787119857,0.8023598820058997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7585915414140567
cnn2_avg_drop_128_7_l256_s1_d3_20_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l256_s1_d3_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.7585089141004863,0.7148451406194375,0.7443708609271523,0.679474216380182,0.8393632416787264,0.7674418604651163,0.8028515240904621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7581222511802232
cnn2_avg_drop_128_7_l256_s1_d3_10_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l256_s1_d3_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.7576985413290114,0.6148095407618369,0.7470198675496689,0.7098078867542973,0.835383502170767,0.8110912343470483,0.7187807276302851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7420844715061305
cnn2_avg_drop_128_7_l128_s1_d3_5_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_5_e300_glove840_trainable__max_balanced_0_1_1_new,0.6750405186385737,0.6860092559629761,0.7188741721854305,0.6902595214020897,0.847684515195369,0.7728085867620751,0.7699115044247787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.737226867795899
cnn2_avg_drop_128_7_l128_s1_d3_30_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_30_e300_glove840_trainable__max_balanced_0_1_1_new,0.6851701782820098,0.6870772516909932,0.6662251655629139,0.688237276710482,0.7514471780028944,0.7524150268336315,0.8348082595870207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723625762381421
cnn2_avg_drop_128_7_l128_s1_d3_20_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_20_e300_glove840_trainable__max_balanced_0_1_1_new,0.7455429497568882,0.7604129583481666,0.7413907284768212,0.7138523761375126,0.784370477568741,0.7545617173524151,0.8028515240904621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7575689616758581
cnn2_avg_drop_128_7_l128_s1_d3_10_e512_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e512__max_balanced_0_1_1_new,0.706645056726094,0.7372730509077964,0.6258278145695364,0.7327266599258511,0.7583212735166426,0.8103756708407871,0.8230088495575221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7420254822920328
cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_trainable__max_balanced_0_1_1_new,0.6904376012965965,0.7383410466358135,0.7490066225165563,0.7347489046174587,0.8661360347322721,0.8064400715563507,0.7841691248770895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7670399151760195
cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_part_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_part__max_balanced_0_1_1_new,0.7374392220421394,0.7055891776432894,0.7122516556291391,0.7037411526794742,0.8339363241678727,0.7717352415026834,0.8411996066863323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7579846257644187
cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_not_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove_not_trainable__max_balanced_0_1_1_new,0.6782820097244733,0.6450694197223211,0.6920529801324503,0.6953151331311088,0.8317655571635311,0.7896243291592129,0.8348082595870207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7381310983743026
cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove840_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove840_trainable__max_balanced_0_1_1_new,0.7151539708265803,0.7543609825560698,0.702317880794702,0.717896865520728,0.8002894356005789,0.7960644007155635,0.8289085545722714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759284584369499
cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove840_not_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e300_glove840_not_trainable__max_balanced_0_1_1_new,0.5725283630470016,0.631185475258099,0.7082781456953643,0.704752275025278,0.8060781476121563,0.7849731663685152,0.8190757128810227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718124469412491
cnn2_avg_drop_128_7_l128_s1_d3_10_e256_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e256__max_balanced_0_1_1_new,0.7601296596434359,0.69562121751513,0.6463576158940397,0.7441860465116279,0.7688133140376266,0.7889087656529516,0.8121927236971485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7451727632788516
cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_trainable__max_balanced_0_1_1_new,0.7256888168557536,0.663937344250623,0.7168874172185431,0.7249747219413549,0.847684515195369,0.8075134168157424,0.7487708947885939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7479224467237113
cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_part_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_part__max_balanced_0_1_1_new,0.7568881685575365,0.7273050907796369,0.616225165562914,0.7283451297607011,0.7214182344428365,0.7899821109123435,0.799410029498525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7342248470734992
cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_not_trainable_m_/r_/cnn2_avg_drop_128_7_l128_s1_d3_10_e200_glove_not_trainable__max_balanced_0_1_1_new,0.6888168557536467,0.6671413314346742,0.6473509933774835,0.7633973710819009,0.7908827785817656,0.7821109123434705,0.7831858407079646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318408690401296
cnn2_avg_128_7_l128_s1_e512_m_/r_/cnn2_avg_128_7_l128_s1_e512__max_balanced_0_1_1_new,0.7119124797406807,0.7155571377714489,0.6304635761589404,0.7027300303336703,0.7778581765557163,0.8107334525939177,0.7954768928220256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7349616779966286
cnn2_avg_128_7_l128_s1_e300_m_/r_/cnn2_avg_128_7_l128_s1_e300__max_balanced_0_1_1_new,0.7240680713128039,0.6860092559629761,0.6225165562913907,0.7768790023592854,0.7619392185238785,0.8171735241502683,0.8426745329400197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747322880220089
cnn2_avg_128_7_l128_s1_e300_glove_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e300_glove_trainable__max_balanced_0_1_1_new,0.6936790923824959,0.7205411178355287,0.6728476821192053,0.7765419615773509,0.751808972503618,0.7939177101967799,0.8421828908554573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7502170610672051
cnn2_avg_128_7_l128_s1_e300_glove_not_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e300_glove_not_trainable__max_balanced_0_1_1_new,0.6584278768233387,0.7119971520113919,0.7433774834437086,0.7381193124368048,0.7467438494934877,0.8361359570661896,0.8323500491642084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7524502400627328
cnn2_avg_128_7_l128_s1_e300_glove840_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e300_glove840_trainable__max_balanced_0_1_1_new,0.663290113452188,0.769312922748309,0.7019867549668874,0.7138523761375126,0.7698986975397974,0.7932021466905188,0.7910521140609637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7432278750851682
cnn2_avg_128_7_l128_s1_e300_glove840_not_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e300_glove840_not_trainable__max_balanced_0_1_1_new,0.6973257698541329,0.6411534353862585,0.7112582781456953,0.7745197168857432,0.7811143270622286,0.8422182468694097,0.803834808259587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7502035117804365
cnn2_avg_128_7_l128_s1_e256_m_/r_/cnn2_avg_128_7_l128_s1_e256__max_balanced_0_1_1_new,0.7329821717990276,0.6657173371306515,0.5930463576158941,0.7216043141220088,0.7528943560057887,0.8193202146690519,0.8008849557522124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7266356724420906
cnn2_avg_128_7_l128_s1_e200_m_/r_/cnn2_avg_128_7_l128_s1_e200__max_balanced_0_1_1_new,0.7414910858995137,0.6351014595941616,0.6029801324503311,0.7751937984496124,0.7796671490593343,0.7906976744186046,0.8146509341199607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7342546048559312
cnn2_avg_128_7_l128_s1_e200_glove_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e200_glove_trainable__max_balanced_0_1_1_new,0.6268233387358185,0.6767532929868281,0.7327814569536424,0.7145264577013819,0.8115050651230101,0.823613595706619,0.7817109144542773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7382448745230824
cnn2_avg_128_7_l128_s1_e200_glove_not_trainable_m_/r_/cnn2_avg_128_7_l128_s1_e200_glove_not_trainable__max_balanced_0_1_1_new,0.5607779578606159,0.7308650765396938,0.7350993377483444,0.8169868554095046,0.8100578871201157,0.8407871198568873,0.8141592920353983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7583905037957942
cnn2_avg_128_7_e128_s1_m_/r_/cnn2_avg_128_7_e128_s1__max_balanced_0_1_1_new,0.6341166936790924,0.7525809896760413,0.6463576158940397,0.7603640040444893,0.7742402315484804,0.7835420393559929,0.7595870206489675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7301126564067291
